"region","code_iso3","country_name","city","measure_year","measure_pm25_ug_m3","measure_pm10_ug_m3","measure_no2_ug_m3","pm25_temporal_coverage","pm10_temporal_coverage","no2_temporal_coverage","source","monitoring_station_number","database_version","status"
"European Region","NOR","Norway","Loddefjord",2018,5.41,10.87,29,96.92922374,96.92922374,96.92922374,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NOR","Norway","Loddefjord",2019,5.49,11.23,25.28,97.26027397,97.26027397,97.26027397,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NOR","Norway","Lørenskog",2018,10.92,22.22,37.65,NA,NA,91.70091324,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NOR","Norway","Lørenskog",2019,9.33,18.37,35.39,NA,NA,97.51141553,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NOR","Norway","Mo I Rana",2018,8.62,17.9,15.78,NA,NA,92.65981735,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NOR","Norway","Moss",2019,8.24,15.09,21.34,95.17123288,95.17123288,95.17123288,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NOR","Norway","Oslo",2017,7.14,15.37,33.57,NA,NA,96.57819635,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NOR","Norway","Oslo",2018,8.61,18.31,32.71,NA,NA,95.45234018,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NOR","Norway","Oslo",2019,7.51,16.29,29.77,NA,NA,94.33663115,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NOR","Norway","Porsgrunn",2017,6.44,16.29,13.9,NA,NA,85.09703196,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NOR","Norway","Porsgrunn",2018,7.72,18.44,14.29,NA,NA,99.08105023,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NOR","Norway","Porsgrunn",2019,7.42,16.75,13.43,NA,NA,98.35616439,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NOR","Norway","Rådal",2018,6.22,16.84,31.07,98.71004566,98.71004566,98.71004566,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NOR","Norway","Rådal",2019,6,14.19,28.29,98.97260274,98.97260274,98.97260274,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NOR","Norway","Sarpsborg",2017,8.75,12.58,18.19,NA,NA,92.67123288,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NOR","Norway","Skien",2017,7.77,19.14,12.39,NA,NA,97.87671233,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NOR","Norway","Skien",2018,7.85,19.34,11.69,NA,NA,96.54109589,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NOR","Norway","Skien",2019,7.55,19.19,11.09,NA,NA,99.13242009,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NOR","Norway","Stavanger",2017,6.84,11.98,19.47,NA,NA,92.5,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NOR","Norway","Stavanger",2018,8.01,13.01,10.73,NA,NA,88.68721461,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NOR","Norway","Stavanger",2019,7.79,11.33,19.83,NA,NA,83.91933029,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NOR","Norway","Tiller",2017,4.33,14.12,26.38,NA,NA,82.83105023,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NOR","Norway","Tiller",2018,5.27,16.77,31.48,NA,NA,86.94063927,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NOR","Norway","Tiller",2019,4.61,13.73,25.34,NA,NA,90.4109589,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NOR","Norway","Todalen",2017,1.47,2.17,0.55,89.31506849,89.31506849,89.31506849,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NOR","Norway","Todalen",2018,2.23,3.17,0.61,99.7260274,99.7260274,99.7260274,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NOR","Norway","Todalen",2019,1.94,2.96,0.53,100,100,100,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NOR","Norway","Tromso",2017,6.36,17.28,33.9,NA,NA,86.38127854,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NOR","Norway","Tromso",2018,6.63,15.49,32.37,NA,NA,87.14611872,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NOR","Norway","Tromso",2019,6.34,15.92,31.59,NA,NA,91.72374429,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NOR","Norway","Trondheim",2017,5.11,10.87,23.31,NA,NA,84.02968037,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NOR","Norway","Trondheim",2018,6.17,12.51,25.22,NA,NA,93.94596651,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NOR","Norway","Trondheim",2019,5.67,11.16,22.19,NA,NA,89.06012176,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NOR","Norway","Ulset",2017,3.24,5.44,7.21,95.3196347,95.3196347,95.3196347,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NOR","Norway","Ulset",2018,4.13,6.85,8.35,99.21232877,99.21232877,99.21232877,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NOR","Norway","Ulset",2019,4.16,6.76,5.74,98.40182648,98.40182648,98.40182648,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","POL","Poland","Biala Podlaska",2017,24.62,31.32,11.59,NA,NA,99.38356164,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","POL","Poland","Biala Podlaska",2018,23.02,30.45,14.98,NA,NA,99.85159817,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","POL","Poland","Biala Podlaska",2019,19.87,25.89,13.3,NA,NA,99.36073059,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","POL","Poland","Bialystok",2017,17.26,22.12,11.16,NA,NA,94.29794521,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","POL","Poland","Bialystok",2018,17.69,25.2,14.04,NA,NA,99.7716895,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","POL","Poland","Bialystok",2019,14.64,20.08,12.55,NA,NA,99.543379,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","POL","Poland","Bielsko-Biala",2017,31.56,37.68,20.74,NA,NA,99.57762557,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","POL","Poland","Boles_awiecki",2017,16.22,19.59,8.16,NA,NA,97.5,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","POL","Poland","Boles_awiecki",2018,17.06,22.07,8.94,NA,NA,99.22374429,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","POL","Poland","Boles_awiecki",2019,13.1,18.38,7.53,NA,NA,95.62785388,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","POL","Poland","Bolesławiec",2017,NA,33.28,18.22,NA,NA,94.6347032,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","POL","Poland","Borowiec",2017,NA,23.23,12.5,NA,NA,97.46575342,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","POL","Poland","Borowiec",2018,NA,25.13,13.87,NA,NA,97.46575342,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","POL","Poland","Borowiec",2019,NA,21.56,12.35,NA,NA,98.80136986,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","POL","Poland","Bydgoszcz",2017,18.96,35.8,23.74,NA,NA,96.37557078,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","POL","Poland","Bydgoszcz",2018,24.75,37.09,26.38,NA,NA,99.70890411,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","POL","Poland","Bydgoszcz",2019,18.14,30.34,22.67,NA,NA,99.09246575,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","POL","Poland","Ciechocinek",2017,NA,24.62,11.31,NA,NA,96.56392694,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","POL","Poland","Ciechocinek",2018,NA,24.91,9.76,NA,NA,99.34931507,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","POL","Poland","Ciechocinek",2019,NA,21.19,9.59,NA,NA,99.85159817,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","POL","Poland","Cieszyn",2017,NA,31.99,13.99,NA,NA,99.66894977,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","POL","Poland","Cieszyn",2018,NA,33.73,13.69,NA,NA,100,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","POL","Poland","Cieszyn",2019,NA,23.93,12.85,NA,NA,99.8630137,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","POL","Poland","Czestochowa",2017,27.77,37.11,27.74,NA,NA,98.18493151,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","POL","Poland","Czestochowa",2018,26.48,34.88,28.16,NA,NA,99.56621005,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","POL","Poland","Czestochowa",2019,20.31,29,28.35,NA,NA,99.37785388,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","POL","Poland","Dabrowa Gornicza",2017,NA,39.68,27.17,NA,NA,99.61187215,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","POL","Poland","Dabrowa Gornicza",2018,NA,41.77,26.94,NA,NA,99.97716895,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","POL","Poland","Dabrowa Gornicza",2019,NA,32.85,23.38,NA,NA,99.69178082,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","POL","Poland","Diabla Gora",2017,11.78,15.52,4.62,NA,NA,90.46803653,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","POL","Poland","Diabla Gora",2018,12.09,16.8,3.92,NA,NA,98.10502283,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","POL","Poland","Diabla Gora",2019,11.1,16.07,4.18,NA,NA,95.30821918,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","POL","Poland","Duszniki-Zdroj",2019,20.35,23.84,13.4,NA,NA,98.10502283,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","POL","Poland","Dzierzoniow",2017,NA,30.77,16.84,NA,NA,99.06392694,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","POL","Poland","Dzierzoniow",2018,NA,31.38,17.34,NA,NA,99.31506849,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","POL","Poland","Dzierzoniow",2019,NA,25.71,16.19,NA,NA,98.83561644,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","POL","Poland","Elblag",2017,17.92,24.8,13.36,NA,NA,99.543379,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","POL","Poland","Elblag",2018,19.11,25.65,13.38,NA,NA,99.31506849,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","POL","Poland","Elblag",2019,14.7,20.52,12.08,NA,NA,97.60273973,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","POL","Poland","Ełk",2017,NA,23.63,10.37,NA,NA,99.80593607,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","POL","Poland","Ełk",2018,NA,23.11,11.72,NA,NA,99.96575342,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","POL","Poland","Ełk",2019,NA,19.69,9.99,NA,NA,99.8173516,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","POL","Poland","Florianka",2018,NA,21.54,5.56,NA,NA,92.51141553,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","POL","Poland","Florianka",2019,NA,17.52,5.26,NA,NA,99.39497717,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","POL","Poland","Gajew",2017,NA,29.04,10.4,NA,NA,96.97488584,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","POL","Poland","Gajew",2018,NA,31.83,10.72,NA,NA,95.49086758,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","POL","Poland","Gajew",2019,NA,25.74,9.86,NA,NA,94.82876712,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","POL","Poland","Gdansk",2017,11.77,19.78,16.56,NA,NA,94.30365297,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","POL","Poland","Gdansk",2018,15.72,26.72,17.63,NA,NA,96.5890411,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","POL","Poland","Gdansk",2019,12.38,21.93,15.56,NA,NA,96.57305936,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","POL","Poland","Gdynia",2017,NA,17.65,15.15,NA,NA,93.79756469,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","POL","Poland","Gdynia",2018,NA,22.06,20.06,NA,NA,92.3173516,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","POL","Poland","Gdynia",2019,NA,17.06,14.61,NA,NA,94.543379,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","POL","Poland","Gliwice",2017,31.96,44.05,22.59,NA,NA,98.81278539,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","POL","Poland","Gliwice",2018,32.93,39.97,23.3,NA,NA,99.88584475,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","POL","Poland","Gliwice",2019,26.37,33.34,20.58,NA,NA,98.91552511,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","POL","Poland","Goldap",2017,NA,28.51,8.23,NA,NA,99.6803653,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","POL","Poland","Goldap",2018,NA,35.67,9.63,NA,NA,99.97716895,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","POL","Poland","Goldap",2019,NA,23.15,8.13,NA,NA,99.41780822,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","POL","Poland","Gołdap",2019,10.68,14.7,4.52,NA,NA,92.3630137,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","POL","Poland","Gorzow Wielkopolski",2017,19.06,25.97,19.78,NA,NA,99.30365297,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","POL","Poland","Gorzow Wielkopolski",2018,16.96,25.84,21.98,NA,NA,92.89954338,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","POL","Poland","Gorzow Wielkopolski",2019,14.78,21.62,18.17,NA,NA,98.66438356,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","POL","Poland","Grudziadz",2017,20.71,32.32,25.08,NA,NA,94.22374429,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","POL","Poland","Grudziadz",2018,25.47,36.16,21.23,NA,NA,97.5,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","POL","Poland","Grudziadz",2019,19.57,27.36,19.9,NA,NA,98.92694064,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","POL","Poland","Inowroclaw",2017,NA,26.99,8.9,NA,NA,99.46347032,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","POL","Poland","Inowroclaw",2018,NA,27.27,10.55,NA,NA,98.07077626,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","POL","Poland","Inowroclaw",2019,NA,21.63,10.03,NA,NA,93.00228311,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","POL","Poland","Jaslo",2017,24.54,28.84,12.46,NA,NA,96.86073059,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","POL","Poland","Jaslo",2018,23,28.86,11.13,NA,NA,98.83561644,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","POL","Poland","Jaslo",2019,19.2,23.13,10.15,NA,NA,99.55479452,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","POL","Poland","Jawor",2019,17.59,23.53,10.58,NA,NA,99.65753425,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","POL","Poland","Jelenia Gora",2017,22.45,29.38,12.65,NA,NA,98.85844749,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","POL","Poland","Jelenia Gora",2018,21.26,27.24,11.96,NA,NA,99.93150685,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","POL","Poland","Jelenia Gora",2019,20.1,22.31,10.79,NA,NA,98.16210046,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","POL","Poland","Kalisz",2017,25.46,30.41,17.11,NA,NA,98.53881279,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","POL","Poland","Kalisz",2018,23.87,32.18,18.18,NA,NA,99.80593607,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","POL","Poland","Kalisz",2019,20.64,26.86,12.3,NA,NA,96.30136986,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","POL","Poland","Katowice",2017,34.34,44.94,43.33,NA,NA,98.78995434,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","POL","Poland","Katowice",2018,31.83,42.52,42.43,NA,NA,99.89155251,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","POL","Poland","Katowice",2019,25.26,35.24,41.14,NA,NA,99.42351598,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","POL","Poland","Kedzierzyn-Kozle",2017,28.45,33.8,15.94,NA,NA,98.75570776,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","POL","Poland","Kedzierzyn-Kozle",2018,28.87,34.01,17.08,NA,NA,99.97716895,"European Environment Agency (downloaded in 2021)",NA,2022,NA
